order_id,gender_category,product_line,product_name,size,units_sold,mrp,discount_applied,revenue,order_date,sales_channel,region,profit,discount_rate,expected_revenue,revenue_gap,profit_margin,loss_flag,month,year,Size_Apparel,size_apparel
2616,Men,Lifestyle,Waffle One,XL,2.0,5637.46,0.2,0.0,2024-06-07,Online,Kolkata,2788.41,0.2,11274.92,11274.92,0.0,Profit,6,2024,XL,XL
2619,Kids,Lifestyle,Waffle One,L,4.0,5637.46,0.65,0.0,2024-01-22,Online,Hyd,-300.28,0.65,22549.84,22549.84,0.0,Loss,1,2024,L,L
2621,Kids,Soccer,Phantom GT,L,3.0,6466.57,0.59,7953.88,2024-05-19,Online,Bangalore,-1152.86,0.59,19399.71,11445.829999999998,-0.14494309695393945,Loss,5,2024,L,L
2625,Kids,Training,Flex Trainer,M,-1.0,6815.44,0.0,0.0,2025-02-05,Online,Pune,3874.57,0.0,-6815.44,-6815.44,0.0,Profit,2,2025,M,M
2627,Women,Basketball,LeBron 20,7,2.0,6431.1900000000005,0.0,0.0,2023-12-31,Online,Delhi,282.13,0.0,12862.380000000001,12862.380000000001,0.0,Profit,12,2023,S,S
2632,Men,Running,Pegasus Turbo,L,-1.0,7504.2,0.99,-75.04,2024-03-10,Online,Pune,2413.42,0.99,-7504.2,-7429.16,-32.16178038379531,Profit,3,2024,L,L
2635,Women,Running,React Infinity,M,2.0,3934.22,0.0,0.0,2024-02-28,Online,Kolkata,430.63,0.0,7868.44,7868.44,0.0,Profit,2,2024,M,M
2638,Men,Soccer,Premier III,8,1.0,5028.99,0.0,0.0,2024-01-22,Online,Pune,654.11,0.0,5028.99,5028.99,0.0,Profit,1,2024,M,M
2639,Men,Lifestyle,Blazer Mid,XL,2.0,2597.93,0.0,0.0,2025-06-25,Retail,Pune,374.95,0.0,5195.86,5195.86,0.0,Profit,6,2025,XL,XL
2648,Men,Running,React Infinity,L,2.0,3477.49,0.54,0.0,2025-03-06,Retail,Delhi,3487.39,0.54,6954.98,6954.98,0.0,Profit,3,2025,L,L
2650,Men,Lifestyle,Blazer Mid,,2.0,6383.24,0.0,0.0,2023-08-14,Retail,Bangalore,3703.68,0.0,12766.48,12766.48,0.0,Profit,8,2023,XL,XL
2651,Kids,Basketball,Air Jordan,L,1.0,6235.71,0.0,0.0,2024-10-27,Online,Kolkata,-819.33,0.0,6235.71,6235.71,0.0,Loss,10,2024,L,L
2654,Kids,Soccer,Tiempo Legend,M,2.0,6045.785,0.0,0.0,2024-07-21,Online,Bangalore,2933.02,0.0,12091.57,12091.57,0.0,Profit,7,2024,M,M
2658,Women,Lifestyle,Dunk Low,L,1.0,6202.99,0.0,0.0,2025-04-26,Online,Delhi,155.53,0.0,6202.99,6202.99,0.0,Profit,4,2025,L,L
2027,Men,Soccer,Premier III,12,4.0,7204.01,0.0,0.0,2025-06-15,Retail,Delhi,3951.42,0.0,28816.04,28816.04,0.0,Profit,6,2025,XL,XL
2679,Men,Training,Flex Trainer,M,2.0,2758.08,0.04,0.0,2024-07-05,Online,Bangalore,2447.58,0.04,5516.16,5516.16,0.0,Profit,7,2024,M,M
2031,Women,Soccer,Phantom GT,L,2.0,6320.59,0.0,0.0,2024-07-12,Online,Mumbai,3119.37,0.0,12641.18,12641.18,0.0,Profit,7,2024,L,L
2692,Women,Training,Metcon 7,XL,2.0,5890.69,0.47,0.0,2024-06-02,Online,Bangalore,2528.27,0.47,11781.38,11781.38,0.0,Profit,6,2024,XL,XL
2703,Kids,Running,Pegasus Turbo,L,2.0,5214.32,0.0,0.0,2025-06-24,Online,Kolkata,-637.13,0.0,10428.64,10428.64,0.0,Loss,6,2025,L,L
2705,Men,Running,Pegasus Turbo,,2.0,5644.675,0.0,0.0,2024-01-07,Retail,Pune,-37.88,0.0,11289.35,11289.35,0.0,Loss,1,2024,XL,XL
2715,Kids,Basketball,LeBron 20,L,0.0,6431.1900000000005,1.07,0.0,2025-06-13,Online,Kolkata,-1164.37,1.07,0.0,0.0,0.0,Loss,6,2025,L,L
2719,Women,Training,Metcon 7,,2.0,4819.76,0.0,0.0,2024-03-22,Retail,Kolkata,2066.12,0.0,9639.52,9639.52,0.0,Profit,3,2024,XL,XL
2721,Kids,Training,Flex Trainer,L,0.0,6383.55,0.0,0.0,2023-11-11,Online,Bangalore,1275.23,0.0,0.0,0.0,0.0,Profit,11,2023,L,L
2724,Women,Training,Flex Trainer,L,2.0,8007.22,0.0,0.0,2025-01-16,Online,Delhi,1190.2,0.0,16014.44,16014.44,0.0,Profit,1,2025,L,L
2732,Women,Training,SuperRep Go,M,0.0,3402.8,0.0,0.0,2025-03-01,Online,Hyderabad,1045.5,0.0,0.0,0.0,0.0,Profit,3,2025,M,M
2733,Women,Running,Free RN,L,2.0,6743.38,0.0,0.0,2024-11-22,Online,Pune,1908.63,0.0,13486.76,13486.76,0.0,Profit,11,2024,L,L
2736,Men,Soccer,Tiempo Legend,,2.0,6045.785,0.49,0.0,2025-02-22,Retail,Delhi,3042.49,0.49,12091.57,12091.57,0.0,Profit,2,2025,XL,XL
2738,Women,Training,ZoomX Invincible,M,3.0,6897.68,0.39,0.0,2025-05-11,Retail,Pune,-712.53,0.39,20693.04,20693.04,0.0,Loss,5,2025,M,M
2741,Women,Training,SuperRep Go,L,2.0,5241.9,0.0,0.0,2025-01-15,Online,Hyderabad,-295.49,0.0,10483.8,10483.8,0.0,Loss,1,2025,L,L
2754,Kids,Training,ZoomX Invincible,XL,1.0,6897.68,0.0,0.0,2025-01-03,Online,Kolkata,3565.12,0.0,6897.68,6897.68,0.0,Profit,1,2025,XL,XL
2756,Women,Lifestyle,Waffle One,,2.0,8510.85,1.11,0.0,2023-09-21,Retail,bengaluru,1491.91,1.11,17021.7,17021.7,0.0,Profit,9,2023,XL,XL
2759,Kids,Soccer,Premier III,,2.0,5773.245,0.0,0.0,2024-01-26,Retail,Delhi,1822.72,0.0,11546.49,11546.49,0.0,Profit,1,2024,XL,XL
2771,Men,Running,Pegasus Turbo,M,2.0,5222.92,0.0,0.0,2025-05-26,Online,Delhi,1804.67,0.0,10445.84,10445.84,0.0,Profit,5,2025,M,M
2776,Men,Training,Flex Trainer,L,2.0,6383.55,0.0,0.0,2025-03-17,Retail,Mumbai,1143.68,0.0,12767.1,12767.1,0.0,Profit,3,2025,L,L
2779,Kids,Basketball,Kyrie Flytrap,,2.0,5066.14,0.09,0.0,2024-12-06,Online,bengaluru,-187.36,0.09,10132.28,10132.28,0.0,Loss,12,2024,XL,XL
2781,Men,Training,Metcon 7,12,1.0,6546.59,0.68,2094.91,2023-09-03,Retail,Bangalore,1504.31,0.68,6546.59,4451.68,0.7180785809414247,Profit,9,2023,XL,XL
2788,Women,Soccer,Mercurial Superfly,M,2.0,7478.84,0.0,0.0,2024-01-04,Retail,Hyd,-18.4,0.0,14957.68,14957.68,0.0,Loss,1,2024,M,M
2789,Kids,Lifestyle,Dunk Low,M,2.0,6202.99,0.0,0.0,2024-01-15,Retail,Kolkata,1756.75,0.0,12405.98,12405.98,0.0,Profit,1,2024,M,M
2791,Kids,Training,Metcon 7,M,2.0,5890.69,0.0,0.0,2024-05-29,Retail,Delhi,1194.43,0.0,11781.38,11781.38,0.0,Profit,5,2024,M,M
2796,Men,Lifestyle,Dunk Low,12,-1.0,2849.49,0.0,0.0,2023-11-08,Retail,Mumbai,2597.58,0.0,-2849.49,-2849.49,0.0,Profit,11,2023,XL,XL
2797,Women,Lifestyle,Dunk Low,,2.0,2162.29,0.0,0.0,2025-03-30,Retail,Delhi,3158.47,0.0,4324.58,4324.58,0.0,Profit,3,2025,XL,XL
2801,Women,Running,React Infinity,8,2.0,6492.155000000001,0.0,0.0,2024-02-13,Retail,Mumbai,2966.12,0.0,12984.310000000001,12984.310000000001,0.0,Profit,2,2024,M,M
2802,Men,Running,Free RN,L,3.0,6293.58,0.0,0.0,2024-01-19,Online,Kolkata,-231.73,0.0,18880.739999999998,18880.739999999998,0.0,Loss,1,2024,L,L
2803,Women,Soccer,Mercurial Superfly,XL,0.0,6569.65,0.0,0.0,2023-11-02,Online,hyderbad,83.11,0.0,0.0,0.0,0.0,Profit,11,2023,XL,XL
2805,Women,Running,Pegasus Turbo,L,-1.0,5644.675,0.82,0.0,2023-08-28,Online,Pune,2037.76,0.82,-5644.675,-5644.675,0.0,Profit,8,2023,L,L
2806,Kids,Basketball,Kyrie Flytrap,7,3.0,4466.78,0.0,0.0,2024-02-10,Online,Bangalore,2407.08,0.0,13400.34,13400.34,0.0,Profit,2,2024,S,S
2819,Kids,Soccer,Premier III,9,2.0,7645.41,0.0,0.0,2025-01-20,Retail,bengaluru,593.62,0.0,15290.82,15290.82,0.0,Profit,1,2025,M,M
2829,Men,Basketball,LeBron 20,XL,2.0,6431.1900000000005,0.0,0.0,2024-07-17,Online,Kolkata,2539.92,0.0,12862.380000000001,12862.380000000001,0.0,Profit,7,2024,XL,XL
2832,Kids,Basketball,Kyrie Flytrap,,0.0,5066.14,0.15,0.0,2024-05-17,Retail,Hyd,752.0,0.15,0.0,0.0,0.0,Profit,5,2024,XL,XL
2834,Kids,Training,Flex Trainer,M,-1.0,9544.08,0.0,0.0,2024-09-05,Retail,Kolkata,575.58,0.0,-9544.08,-9544.08,0.0,Profit,9,2024,M,M
2835,Women,Lifestyle,Air Force 1,,2.0,9240.64,0.63,0.0,2024-10-07,Retail,Pune,1873.76,0.63,18481.28,18481.28,0.0,Profit,10,2024,XL,XL
2836,Men,Basketball,Kyrie Flytrap,L,0.0,9098.9,0.75,0.0,2025-07-22,Retail,Delhi,2729.87,0.75,0.0,0.0,0.0,Profit,7,2025,L,L
2050,Women,Lifestyle,Blazer Mid,L,-1.0,6383.24,0.0,0.0,2024-11-28,Online,Kolkata,3407.87,0.0,-6383.24,-6383.24,0.0,Profit,11,2024,L,L
2842,Women,Soccer,Phantom GT,M,-1.0,6320.59,0.0,0.0,2025-01-19,Online,Bangalore,-1193.98,0.0,-6320.59,-6320.59,0.0,Loss,1,2025,M,M
2845,Men,Training,ZoomX Invincible,,2.0,6897.68,0.0,0.0,2023-10-31,Retail,Pune,40.98,0.0,13795.36,13795.36,0.0,Profit,10,2023,XL,XL
2008,Men,Running,Air Zoom,XL,2.0,5550.99,0.0,0.0,2024-07-25,Retail,Mumbai,-639.42,0.0,11101.98,11101.98,0.0,Loss,7,2024,XL,XL
2850,Kids,Lifestyle,Waffle One,XL,2.0,5637.46,0.0,0.0,2024-11-10,Retail,Pune,458.86,0.0,11274.92,11274.92,0.0,Profit,11,2024,XL,XL
2851,Kids,Lifestyle,Blazer Mid,XL,2.0,2241.11,0.0,0.0,2024-12-28,Online,Mumbai,1243.95,0.0,4482.22,4482.22,0.0,Profit,12,2024,XL,XL
2854,Women,Basketball,LeBron 20,,-1.0,6431.1900000000005,0.98,0.0,2023-11-07,Online,Pune,1103.35,0.98,-6431.1900000000005,-6431.1900000000005,0.0,Profit,11,2023,XL,XL
2856,Kids,Basketball,Kyrie Flytrap,M,2.0,5066.14,1.14,0.0,2023-10-12,Online,Kolkata,3137.85,1.14,10132.28,10132.28,0.0,Profit,10,2023,M,M
2863,Women,Training,Metcon 7,6,2.0,8609.77,0.0,0.0,2024-11-23,Retail,Pune,-711.07,0.0,17219.54,17219.54,0.0,Loss,11,2024,S,S
2867,Men,Soccer,Mercurial Superfly,11,1.0,9936.58,0.0,0.0,2025-02-20,Online,Hyd,3190.43,0.0,9936.58,9936.58,0.0,Profit,2,2025,L,L
2872,Men,Basketball,Kyrie Flytrap,M,2.0,3953.13,0.0,0.0,2024-01-08,Online,Kolkata,3414.32,0.0,7906.26,7906.26,0.0,Profit,1,2024,M,M
2874,Women,Soccer,Mercurial Superfly,L,2.0,6569.65,0.01,0.0,2024-03-04,Retail,Delhi,-109.71,0.01,13139.3,13139.3,0.0,Loss,3,2024,L,L
2877,Women,Basketball,Kyrie Flytrap,,2.0,5066.14,0.0,0.0,2024-12-08,Retail,Kolkata,3327.04,0.0,10132.28,10132.28,0.0,Profit,12,2024,XL,XL
2887,Women,Lifestyle,Waffle One,L,2.0,9292.33,0.0,0.0,2024-02-25,Online,hyderbad,3747.95,0.0,18584.66,18584.66,0.0,Profit,2,2024,L,L
2892,Women,Running,Free RN,M,4.0,6293.58,0.0,0.0,2024-11-24,Online,bengaluru,-1195.79,0.0,25174.32,25174.32,0.0,Loss,11,2024,M,M
2893,Women,Running,React Infinity,10,1.0,6492.155000000001,0.61,0.0,2025-04-01,Retail,Delhi,780.43,0.61,6492.155000000001,6492.155000000001,0.0,Profit,4,2025,L,L
2899,Men,Basketball,LeBron 20,L,3.0,6531.36,0.0,0.0,2025-05-17,Online,Mumbai,-91.78,0.0,19594.079999999998,19594.079999999998,0.0,Loss,5,2025,L,L
2006,Men,Lifestyle,Waffle One,XL,2.0,5637.46,0.0,0.0,2023-09-26,Retail,Mumbai,-716.79,0.0,11274.92,11274.92,0.0,Loss,9,2023,XL,XL
2906,Women,Lifestyle,Waffle One,7,1.0,5637.46,0.0,0.0,2024-08-25,Retail,Delhi,-291.45,0.0,5637.46,5637.46,0.0,Loss,8,2024,S,S
2907,Men,Soccer,Premier III,L,2.0,8432.5,0.0,0.0,2024-02-25,Retail,Kolkata,3790.63,0.0,16865.0,16865.0,0.0,Profit,2,2024,L,L
2909,Women,Running,Air Zoom,XL,2.0,7617.75,0.33,0.0,2024-08-20,Retail,Pune,-186.9,0.33,15235.5,15235.5,0.0,Loss,8,2024,XL,XL
2911,Kids,Basketball,Zoom Freak,M,2.0,6435.66,0.0,0.0,2023-10-26,Retail,Mumbai,927.88,0.0,12871.32,12871.32,0.0,Profit,10,2023,M,M
2912,Kids,Running,React Infinity,XL,2.0,9839.63,0.98,393.59,2024-03-07,Online,bengaluru,1218.22,0.98,19679.26,19285.67,3.0951497751467265,Profit,3,2024,XL,XL
2916,Kids,Lifestyle,Blazer Mid,XL,2.0,6383.24,0.0,0.0,2024-08-05,Retail,Hyderabad,-1121.25,0.0,12766.48,12766.48,0.0,Loss,8,2024,XL,XL
2929,Kids,Soccer,Tiempo Legend,M,2.0,6589.95,0.0,0.0,2024-04-01,Retail,Hyderabad,157.26,0.0,13179.9,13179.9,0.0,Profit,4,2024,M,M
2931,Men,Basketball,Zoom Freak,7,2.0,6435.66,0.0,0.0,2023-08-25,Retail,Pune,3751.45,0.0,12871.32,12871.32,0.0,Profit,8,2023,S,S
2933,Women,Training,ZoomX Invincible,,2.0,9501.17,0.0,0.0,2024-04-13,Retail,hyderbad,1069.32,0.0,19002.34,19002.34,0.0,Profit,4,2024,XL,XL
2934,Women,Basketball,LeBron 20,XL,-1.0,2370.91,0.0,0.0,2024-03-14,Online,Mumbai,3043.95,0.0,-2370.91,-2370.91,0.0,Profit,3,2024,XL,XL
2935,Men,Lifestyle,Dunk Low,L,4.0,6202.99,0.0,0.0,2024-05-13,Online,Hyd,478.07,0.0,24811.96,24811.96,0.0,Profit,5,2024,L,L
2936,Women,Training,Flex Trainer,XL,1.0,6496.58,0.29,4612.57,2024-07-31,Retail,Pune,1933.1,0.29,6496.58,1884.0100000000002,0.41909391076991787,Profit,7,2024,XL,XL
2941,Men,Lifestyle,Blazer Mid,XL,-1.0,9331.65,0.0,0.0,2025-05-02,Retail,Kolkata,492.35,0.0,-9331.65,-9331.65,0.0,Profit,5,2025,XL,XL
2949,Men,Running,React Infinity,M,2.0,6492.155000000001,0.49,0.0,2025-07-05,Online,Delhi,698.79,0.49,12984.310000000001,12984.310000000001,0.0,Profit,7,2025,M,M
2952,Kids,Training,SuperRep Go,XL,2.0,5443.44,0.0,0.0,2024-09-13,Retail,Kolkata,2237.39,0.0,10886.88,10886.88,0.0,Profit,9,2024,XL,XL
2956,Kids,Training,ZoomX Invincible,,4.0,6897.68,0.86,0.0,2024-05-16,Online,Mumbai,3144.87,0.86,27590.72,27590.72,0.0,Profit,5,2024,XL,XL
2961,Kids,Soccer,Tiempo Legend,XL,2.0,6045.785,0.0,0.0,2024-11-21,Retail,Mumbai,665.39,0.0,12091.57,12091.57,0.0,Profit,11,2024,XL,XL
2964,Kids,Basketball,Zoom Freak,,-1.0,6435.66,0.0,0.0,2024-06-17,Online,Mumbai,995.42,0.0,-6435.66,-6435.66,0.0,Profit,6,2024,XL,XL
2966,Kids,Training,Flex Trainer,8,3.0,6383.55,0.0,0.0,2025-02-27,Online,Pune,333.36,0.0,19150.65,19150.65,0.0,Profit,2,2025,M,M
2981,Kids,Soccer,Premier III,M,4.0,5185.52,0.0,0.0,2025-01-10,Retail,Pune,2777.67,0.0,20742.08,20742.08,0.0,Profit,1,2025,M,M
2985,Kids,Running,Free RN,,2.0,8996.05,0.48,0.0,2024-05-16,Online,bengaluru,3419.45,0.48,17992.1,17992.1,0.0,Profit,5,2024,XL,XL
2989,Men,Soccer,Mercurial Superfly,M,1.0,6429.61,0.0,0.0,2024-02-14,Online,bengaluru,2459.52,0.0,6429.61,6429.61,0.0,Profit,2,2024,M,M
2994,Women,Lifestyle,Air Force 1,11,2.0,2932.39,0.98,0.0,2024-12-07,Retail,Mumbai,2962.69,0.98,5864.78,5864.78,0.0,Profit,12,2024,L,L
2996,Women,Basketball,Air Jordan,11,2.0,6235.71,0.0,0.0,2025-07-01,Online,Pune,3753.82,0.0,12471.42,12471.42,0.0,Profit,7,2025,L,L
2043,Women,Lifestyle,Waffle One,L,-1.0,5637.46,0.0,0.0,2024-10-13,Retail,Mumbai,497.69,0.0,-5637.46,-5637.46,0.0,Profit,10,2024,L,L
3001,Men,Soccer,Premier III,L,2.0,5773.245,0.0,0.0,2024-01-25,Online,Delhi,-362.26,0.0,11546.49,11546.49,0.0,Loss,1,2024,L,L
3002,Women,Lifestyle,Waffle One,,4.0,5637.46,0.0,0.0,2024-11-22,Retail,Delhi,3535.87,0.0,22549.84,22549.84,0.0,Profit,11,2024,XL,XL
3003,Men,Basketball,Zoom Freak,XL,2.0,6435.66,0.0,0.0,2023-08-03,Online,Bangalore,-646.26,0.0,12871.32,12871.32,0.0,Loss,8,2023,XL,XL
3005,Women,Basketball,Zoom Freak,9,2.0,6435.66,0.19,0.0,2025-04-23,Online,Delhi,3295.17,0.19,12871.32,12871.32,0.0,Profit,4,2025,M,M
3010,Women,Soccer,Tiempo Legend,,2.0,6045.785,0.0,0.0,2025-05-05,Online,Pune,-311.32,0.0,12091.57,12091.57,0.0,Loss,5,2025,XL,XL
3018,Kids,Soccer,Premier III,11,2.0,5773.245,0.0,0.0,2024-08-22,Retail,Kolkata,3364.85,0.0,11546.49,11546.49,0.0,Profit,8,2024,L,L
3019,Women,Running,Free RN,XL,2.0,9942.61,0.0,0.0,2023-12-19,Retail,Kolkata,1316.3,0.0,19885.22,19885.22,0.0,Profit,12,2023,XL,XL
3021,Women,Soccer,Mercurial Superfly,6,4.0,6569.65,0.42,0.0,2023-09-21,Retail,Hyd,3050.7,0.42,26278.6,26278.6,0.0,Profit,9,2023,S,S
3023,Kids,Basketball,Zoom Freak,,2.0,2493.28,0.0,0.0,2024-05-19,Retail,Delhi,708.93,0.0,4986.56,4986.56,0.0,Profit,5,2024,XL,XL
3030,Men,Soccer,Mercurial Superfly,,3.0,6969.28,0.58,8781.29,2023-08-08,Online,Kolkata,98.19,0.58,20907.84,12126.55,0.01118172842486696,Profit,8,2023,XL,XL
3031,Kids,Soccer,Premier III,M,4.0,8588.14,0.0,0.0,2023-10-11,Online,Kolkata,-117.68,0.0,34352.56,34352.56,0.0,Loss,10,2023,M,M
3033,Men,Training,ZoomX Invincible,M,2.0,9397.68,0.74,0.0,2024-11-21,Retail,Hyd,313.58,0.74,18795.36,18795.36,0.0,Profit,11,2024,M,M
2033,Kids,Lifestyle,Waffle One,M,2.0,5637.46,0.0,0.0,2025-01-22,Online,Kolkata,-679.74,0.0,11274.92,11274.92,0.0,Loss,1,2025,M,M
3038,Kids,Lifestyle,Air Force 1,M,0.0,4195.03,0.0,0.0,2025-01-27,Retail,Delhi,1068.18,0.0,0.0,0.0,0.0,Profit,1,2025,M,M
3039,Kids,Soccer,Premier III,10,2.0,5366.19,0.0,0.0,2024-03-17,Online,Pune,638.3,0.0,10732.38,10732.38,0.0,Profit,3,2024,L,L
3040,Women,Lifestyle,Waffle One,XL,2.0,5637.46,0.0,0.0,2024-08-12,Online,Hyd,3833.04,0.0,11274.92,11274.92,0.0,Profit,8,2024,XL,XL
3048,Women,Lifestyle,Waffle One,6,1.0,5637.46,0.23,0.0,2025-07-17,Retail,Hyderabad,517.17,0.23,5637.46,5637.46,0.0,Profit,7,2025,S,S
3049,Kids,Lifestyle,Air Force 1,11,2.0,6323.09,1.06,0.0,2025-06-22,Online,Pune,-156.45,1.06,12646.18,12646.18,0.0,Loss,6,2025,L,L
3051,Men,Training,Metcon 7,M,2.0,5890.69,0.0,0.0,2024-07-28,Online,bengaluru,166.42,0.0,11781.38,11781.38,0.0,Profit,7,2024,M,M
3053,Women,Lifestyle,Air Force 1,L,2.0,6323.09,1.0,0.0,2024-09-18,Retail,Mumbai,1283.62,1.0,12646.18,12646.18,0.0,Profit,9,2024,L,L
3057,Women,Soccer,Mercurial Superfly,,2.0,4244.95,0.0,0.0,2025-01-21,Retail,bengaluru,3693.98,0.0,8489.9,8489.9,0.0,Profit,1,2025,XL,XL
3058,Men,Soccer,Phantom GT,M,-1.0,8048.66,0.0,0.0,2023-08-01,Retail,Kolkata,3860.59,0.0,-8048.66,-8048.66,0.0,Profit,8,2023,M,M
3064,Men,Soccer,Tiempo Legend,,2.0,6041.3,0.0,0.0,2024-01-11,Retail,Pune,-1048.54,0.0,12082.6,12082.6,0.0,Loss,1,2024,XL,XL
3066,Kids,Training,ZoomX Invincible,L,2.0,6897.68,0.0,0.0,2024-03-01,Online,Mumbai,1383.01,0.0,13795.36,13795.36,0.0,Profit,3,2024,L,L
3067,Men,Lifestyle,Blazer Mid,9,4.0,6383.24,0.0,0.0,2024-03-05,Retail,hyderbad,1939.56,0.0,25532.96,25532.96,0.0,Profit,3,2024,M,M
3071,Women,Running,Air Zoom,,2.0,5081.53,0.0,0.0,2023-10-21,Online,Mumbai,-663.86,0.0,10163.06,10163.06,0.0,Loss,10,2023,XL,XL
3075,Kids,Soccer,Premier III,L,2.0,5773.245,0.91,0.0,2025-05-28,Retail,Mumbai,3594.94,0.91,11546.49,11546.49,0.0,Profit,5,2025,L,L
3079,Women,Running,React Infinity,L,2.0,6492.155000000001,0.0,0.0,2024-01-10,Retail,bengaluru,2815.43,0.0,12984.310000000001,12984.310000000001,0.0,Profit,1,2024,L,L
3090,Women,Basketball,LeBron 20,,2.0,8187.65,1.01,0.0,2023-12-11,Retail,Pune,196.88,1.01,16375.3,16375.3,0.0,Profit,12,2023,XL,XL
3094,Men,Basketball,Zoom Freak,,2.0,4731.54,0.0,0.0,2024-07-11,Online,Delhi,3485.33,0.0,9463.08,9463.08,0.0,Profit,7,2024,XL,XL
3106,Men,Running,Pegasus Turbo,,2.0,5644.675,0.0,0.0,2025-03-09,Online,bengaluru,3276.53,0.0,11289.35,11289.35,0.0,Profit,3,2025,XL,XL
3114,Women,Running,React Infinity,L,1.0,7627.37,0.0,0.0,2025-03-27,Retail,bengaluru,2752.18,0.0,7627.37,7627.37,0.0,Profit,3,2025,L,L
3119,Kids,Lifestyle,Air Force 1,,2.0,6323.09,0.0,0.0,2023-08-12,Online,hyderbad,3995.49,0.0,12646.18,12646.18,0.0,Profit,8,2023,XL,XL
3121,Kids,Training,Flex Trainer,8,2.0,2514.0,0.69,0.0,2025-03-06,Online,Kolkata,1345.4,0.69,5028.0,5028.0,0.0,Profit,3,2025,M,M
3123,Kids,Running,Free RN,L,2.0,9804.78,0.0,0.0,2025-05-26,Online,Pune,-965.5,0.0,19609.56,19609.56,0.0,Loss,5,2025,L,L
3124,Kids,Soccer,Mercurial Superfly,,2.0,7538.96,0.0,0.0,2025-03-31,Online,Delhi,2407.4,0.0,15077.92,15077.92,0.0,Profit,3,2025,XL,XL
3126,Kids,Running,React Infinity,,2.0,6492.155000000001,0.0,0.0,2024-06-10,Online,bengaluru,2772.69,0.0,12984.310000000001,12984.310000000001,0.0,Profit,6,2024,XL,XL
3127,Men,Training,ZoomX Invincible,XL,1.0,4614.33,0.47,2445.59,2024-10-07,Online,Pune,-440.44,0.47,4614.33,2168.74,-0.18009560065260324,Loss,10,2024,XL,XL
3129,Kids,Basketball,Kyrie Flytrap,XL,2.0,5732.66,0.0,0.0,2024-01-30,Retail,Delhi,3187.59,0.0,11465.32,11465.32,0.0,Profit,1,2024,XL,XL
3130,Men,Basketball,Air Jordan,XL,2.0,3015.02,0.0,0.0,2025-05-16,Online,Pune,2868.91,0.0,6030.04,6030.04,0.0,Profit,5,2025,XL,XL
3133,Kids,Soccer,Mercurial Superfly,L,2.0,6569.65,0.77,0.0,2024-04-15,Retail,Delhi,88.55,0.77,13139.3,13139.3,0.0,Profit,4,2024,L,L
3137,Kids,Soccer,Premier III,,2.0,7176.21,0.0,0.0,2025-07-08,Online,Bangalore,659.4,0.0,14352.42,14352.42,0.0,Profit,7,2025,XL,XL
3140,Women,Lifestyle,Blazer Mid,L,2.0,6383.24,1.03,0.0,2023-11-19,Retail,Bangalore,3855.21,1.03,12766.48,12766.48,0.0,Profit,11,2023,L,L
3144,Women,Running,Free RN,7,2.0,8613.08,0.0,0.0,2023-09-11,Retail,hyderbad,-1049.73,0.0,17226.16,17226.16,0.0,Loss,9,2023,S,S
3146,Women,Soccer,Premier III,XL,1.0,5773.245,0.0,0.0,2024-12-29,Retail,Hyd,1087.27,0.0,5773.245,5773.245,0.0,Profit,12,2024,XL,XL
3150,Women,Lifestyle,Dunk Low,,0.0,6202.99,0.0,0.0,2024-10-04,Online,Kolkata,-848.63,0.0,0.0,0.0,0.0,Loss,10,2024,XL,XL
3160,Women,Basketball,Air Jordan,M,2.0,6235.71,0.0,0.0,2024-07-25,Retail,Delhi,888.87,0.0,12471.42,12471.42,0.0,Profit,7,2024,M,M
3162,Men,Soccer,Tiempo Legend,XL,2.0,6045.785,0.0,0.0,2024-02-24,Online,Pune,1686.78,0.0,12091.57,12091.57,0.0,Profit,2,2024,XL,XL
3163,Women,Running,Free RN,,2.0,8204.14,0.0,0.0,2025-06-22,Retail,Delhi,961.65,0.0,16408.28,16408.28,0.0,Profit,6,2025,XL,XL
3171,Men,Lifestyle,Air Force 1,,2.0,6323.09,0.0,0.0,2023-11-16,Online,Bangalore,-445.89,0.0,12646.18,12646.18,0.0,Loss,11,2023,XL,XL
3172,Men,Training,Metcon 7,9,-1.0,5890.69,0.39,0.0,2023-11-14,Retail,Pune,1877.19,0.39,-5890.69,-5890.69,0.0,Profit,11,2023,M,M
3186,Men,Basketball,Zoom Freak,,2.0,3156.31,0.0,0.0,2024-10-16,Retail,Delhi,540.77,0.0,6312.62,6312.62,0.0,Profit,10,2024,XL,XL
3192,Kids,Running,Free RN,M,1.0,6293.58,0.0,0.0,2025-03-16,Online,Pune,2055.67,0.0,6293.58,6293.58,0.0,Profit,3,2025,M,M
3193,Kids,Running,Pegasus Turbo,11,2.0,8581.98,0.0,0.0,2025-02-24,Retail,Pune,3969.18,0.0,17163.96,17163.96,0.0,Profit,2,2025,L,L
3194,Kids,Training,SuperRep Go,M,-1.0,5280.57,0.0,0.0,2023-10-21,Online,Hyderabad,896.94,0.0,-5280.57,-5280.57,0.0,Profit,10,2023,M,M
3204,Men,Soccer,Phantom GT,,2.0,6320.59,0.18,0.0,2024-12-09,Online,Kolkata,3367.72,0.18,12641.18,12641.18,0.0,Profit,12,2024,XL,XL
2002,Women,Lifestyle,Dunk Low,7,2.0,6202.99,0.24,0.0,2024-12-11,Online,Delhi,912.61,0.24,12405.98,12405.98,0.0,Profit,12,2024,S,S
